tanggal,pm10,so2,co,o3,no2
5/26/2015,53,13,41,80,17
5/27/2015,53,13,32,38,16
5/28/2015,53,11,16,34,10
5/29/2015,53,10,30,64,10
5/30/2015,53,9,21,70,11
5/31/2015,53,12,44,59,11
6/1/2015,53,9,24,46,11
6/2/2015,53,10,34,69,13
6/3/2015,53,9,24,71,14
6/4/2015,53,9,35,33,11
6/5/2015,53,11,19,30,12
6/6/2015,53,12,29,60,13
6/7/2015,53,10,24,63,11
6/8/2015,53,11,33,37,13
6/9/2015,53,12,24,26,13
6/10/2015,53,12,43,93,21
6/11/2015,53,9,44,85,15
6/12/2015,53,8,31,53,19
6/13/2015,53,11,26,94,17
6/14/2015,53,11,30,83,12
6/15/2015,53,11,27,79,14
6/16/2015,84,13,32,75,16
6/17/2015,71,14,32,68,16
6/18/2015,69,13,22,49,15
6/19/2015,77,12,26,74,13
6/20/2015,63,13,18,44,14
6/21/2015,68,12,22,82,12
6/22/2015,63,10,14,70,8
6/23/2015,72,12,21,76,10
6/24/2015,78,13,23,84,11
6/25/2015,101,11,37,51,11
6/26/2015,114,9,21,51,11
6/27/2015,105,9,21,51,11
6/28/2015,66,10,17,66,11
6/29/2015,88,11,21,96,10
6/30/2015,79,17,17,94,14
7/1/2015,71,12,16,74,10
7/2/2015,72,12,17,67,11
7/3/2015,75,11,19,99,11
7/4/2015,76,13,19,77,11
7/5/2015,114,12,46,87,16
7/6/2015,77,12,22,84,12
7/7/2015,76,14,19,91,13
7/8/2015,77,11,19,76,11
7/9/2015,70,11,14,72,9
7/10/2015,71,12,17,73,10
7/11/2015,70,12,16,51,13
7/12/2015,59,12,13,35,10
7/13/2015,60,14,11,29,11
7/14/2015,61,11,13,27,9
7/15/2015,60,11,14,27,8
7/16/2015,45,13,11,30,7
7/17/2015,55,12,13,38,6
7/18/2015,49,11,10,37,6
7/19/2015,45,11,8,36,7
7/20/2015,52,10,10,40,7
7/21/2015,48,11,9,34,8
7/22/2015,53,12,11,58,8
7/23/2015,58,11,12,40,8
7/24/2015,59,11,11,36,7
7/25/2015,52,12,11,58,8
7/26/2015,58,11,15,76,11
7/27/2015,61,10,16,49,10
7/28/2015,51,12,14,43,10
7/29/2015,53,13,13,40,11
7/30/2015,60,11,17,58,10
7/31/2015,67,11,19,77,11
8/1/2015,69,9,29,59,12
8/2/2015,66,9,24,89,11
8/3/2015,62,11,17,39,13
8/4/2015,75,13,30,86,14
8/5/2015,63,11,19,64,11
8/6/2015,62,12,19,68,14
8/7/2015,60,10,17,76,9
8/8/2015,57,10,15,73,8
8/9/2015,69,11,19,45,14
8/10/2015,58,12,15,41,9
8/11/2015,53,12,15,48,10
8/12/2015,55,11,14,62,10
8/13/2015,69,10,24,44,14
8/14/2015,56,10,17,34,10
8/15/2015,56,12,12,57,12
8/16/2015,58,11,11,48,11
8/17/2015,57,11,10,49,8
8/18/2015,57,12,13,45,10
8/19/2015,60,12,14,61,12
8/20/2015,73,10,23,75,12
8/21/2015,63,10,22,82,11
8/22/2015,61,11,16,79,10
8/23/2015,64,10,17,53,9
8/24/2015,63,11,15,62,9
8/25/2015,66,13,20,73,12
8/26/2015,68,14,20,65,13
8/27/2015,71,12,24,54,13
8/28/2015,61,12,18,50,10
8/29/2015,62,12,17,52,12
8/30/2015,57,10,14,70,8
8/31/2015,60,11,19,81,9
9/1/2015,57,11,19,68,10
9/2/2015,59,12,23,50,11
9/3/2015,69,13,21,54,13
9/4/2015,56,12,22,52,11
9/5/2015,52,12,18,54,12
9/6/2015,56,11,19,70,10
9/7/2015,57,11,18,61,10
9/8/2015,58,11,25,62,12
9/9/2015,69,11,28,32,15
9/10/2015,71,13,35,56,15
9/11/2015,62,12,20,57,13
9/12/2015,55,11,16,50,9
9/13/2015,62,10,20,64,8
9/14/2015,56,9,14,85,5
9/15/2015,64,13,22,59,16
9/16/2015,52,12,18,46,12
9/17/2015,56,12,24,60,14
9/18/2015,51,12,16,45,10
9/19/2015,50,13,23,42,16
9/20/2015,55,10,26,66,9
9/21/2015,60,12,27,57,13
9/22/2015,61,10,31,54,17
9/23/2015,62,13,37,92,15
9/24/2015,48,12,40,72,19
9/25/2015,41,12,19,70,11
9/26/2015,45,11,28,53,13
9/27/2015,31,11,22,49,10
9/28/2015,41,11,25,59,13
9/29/2015,25,11,27,41,12
9/30/2015,22,12,18,40,13
10/1/2015,30,12,28,61,16
10/2/2015,21,11,33,46,15
10/3/2015,18,12,24,34,13
10/4/2015,53,9,21,51,11
10/5/2015,53,9,21,51,11
10/6/2015,81,12,31,50,15
10/7/2015,75,11,29,59,17
10/8/2015,66,10,23,57,12
10/9/2015,69,11,23,46,12
10/10/2015,74,11,36,59,17
10/11/2015,60,11,21,42,9
10/12/2015,56,11,16,63,9
10/13/2015,57,12,15,43,13
10/14/2015,66,11,23,73,11
10/15/2015,74,11,29,73,14
10/16/2015,52,12,13,64,9
10/17/2015,78,12,38,53,15
10/18/2015,91,12,56,77,18
10/19/2015,83,13,33,61,15
10/20/2015,68,12,24,90,13
10/21/2015,66,12,18,63,11
10/22/2015,60,13,18,58,16
10/23/2015,76,12,27,59,13
10/24/2015,95,11,43,68,15
10/25/2015,71,11,15,69,8
10/26/2015,91,11,32,67,12
10/27/2015,88,11,32,75,14
10/28/2015,96,10,32,65,13
10/29/2015,78,10,24,67,13
10/30/2015,77,9,18,77,12
10/31/2015,77,10,27,120,13
11/1/2015,70,9,17,82,7
11/2/2015,79,10,32,74,15
11/3/2015,60,9,15,48,14
11/4/2015,67,11,18,42,14
11/5/2015,77,11,22,38,13
11/6/2015,68,10,18,51,16
11/7/2015,77,10,26,50,15
11/8/2015,77,9,58,51,20
11/9/2015,57,10,16,80,11
11/10/2015,63,10,20,98,9
11/11/2015,73,11,28,85,16
11/12/2015,75,10,28,95,13
11/13/2015,58,10,18,65,7
11/14/2015,56,10,19,61,10
11/15/2015,64,10,26,53,10
11/16/2015,55,10,11,57,11
11/17/2015,56,12,17,56,11
11/18/2015,69,12,20,68,13
11/19/2015,71,10,19,51,12
11/20/2015,74,11,30,79,14
11/21/2015,67,10,11,49,10
11/22/2015,79,12,21,69,13
11/23/2015,70,9,21,51,11
11/24/2015,72,9,21,51,11
11/25/2015,65,9,18,85,13
11/26/2015,57,11,21,51,21
11/27/2015,65,11,10,51,8
11/28/2015,73,11,16,143,13
11/29/2015,64,10,12,51,14
11/30/2015,69,10,26,51,13
12/1/2015,76,10,21,77,16
12/2/2015,72,10,21,71,13
12/3/2015,71,11,19,65,18
12/4/2015,66,12,27,68,7
12/5/2015,72,10,43,67,9
12/6/2015,68,11,32,66,6
12/7/2015,48,11,14,44,8
12/8/2015,54,10,15,42,7
12/9/2015,62,10,21,60,6
12/10/2015,59,11,21,64,10
12/11/2015,64,11,12,51,6
12/12/2015,61,10,17,42,6
12/13/2015,61,12,30,37,5
12/14/2015,27,10,21,26,4
12/15/2015,24,12,21,20,4
12/16/2015,19,12,6,24,5
12/17/2015,27,11,10,18,4
12/18/2015,23,11,10,37,5
12/19/2015,34,11,14,39,6
12/20/2015,50,11,25,31,6
12/21/2015,23,11,9,30,4
12/22/2015,28,11,8,17,4
12/23/2015,34,11,10,25,3
12/24/2015,44,11,11,23,3
12/25/2015,41,13,8,38,4
12/26/2015,44,12,21,31,6
12/27/2015,53,11,14,46,5
12/28/2015,55,12,10,36,7
12/29/2015,61,14,21,30,7
12/30/2015,38,11,21,28,4
12/31/2015,29,10,21,27,4
1/1/2016,54,11,44,33,4
1/2/2016,43,11,44,30,5
1/3/2016,38,10,44,37,4
1/4/2016,51,12,44,67,8
1/5/2016,68,11,44,50,7
1/6/2016,65,10,44,37,8
1/7/2016,55,12,28,48,13
1/8/2016,43,11,22,37,9
1/9/2016,54,10,22,50,9
1/10/2016,61,10,23,65,11
1/11/2016,66,10,35,46,11
1/12/2016,59,11,33,29,20
1/13/2016,65,11,36,32,14
1/14/2016,53,10,27,69,13
1/15/2016,62,11,27,69,10
1/16/2016,53,10,44,68,8
1/17/2016,38,10,44,61,9
1/18/2016,47,11,27,69,15
1/19/2016,56,13,12,52,12
1/20/2016,43,13,44,39,9
1/21/2016,44,13,20,26,13
1/22/2016,34,11,44,22,8
1/23/2016,4,11,44,69,12
1/24/2016,16,11,44,20,9
1/25/2016,6,11,44,35,11
1/26/2016,13,11,44,40,9
1/27/2016,35,11,44,36,9
1/28/2016,48,11,44,66,15
1/29/2016,48,10,44,69,10
1/30/2016,48,10,44,69,10
1/31/2016,48,10,44,69,10
2/1/2016,48,10,44,69,10
2/2/2016,48,10,44,69,10
2/3/2016,48,10,44,69,10
2/4/2016,48,10,44,69,10
2/5/2016,48,10,44,69,10
2/6/2016,48,10,44,69,10
2/7/2016,48,10,44,69,10
2/8/2016,48,10,44,69,10
2/9/2016,48,10,44,69,10
2/10/2016,17,11,44,44,5
2/11/2016,39,6,51,65,5
2/12/2016,28,7,40,52,11
2/13/2016,48,7,99,114,18
2/14/2016,50,6,54,96,11
2/15/2016,54,6,44,61,10
2/16/2016,29,10,33,52,9
2/17/2016,17,6,33,58,10
2/18/2016,63,7,72,65,8
2/19/2016,38,8,56,85,11
2/20/2016,36,9,47,68,10
2/21/2016,21,10,42,65,11
2/22/2016,26,6,42,64,9
2/23/2016,25,11,39,79,8
2/24/2016,11,9,33,60,9
2/25/2016,6,6,31,62,14
2/26/2016,3,5,31,57,9
2/27/2016,4,7,37,57,8
2/28/2016,48,6,26,70,9
2/29/2016,48,6,30,60,11
3/1/2016,22,6,24,59,9
3/2/2016,31,6,32,51,9
3/3/2016,46,7,54,52,11
3/4/2016,40,14,39,54,7
3/5/2016,48,12,30,58,7
3/6/2016,71,11,43,69,11
3/7/2016,31,12,31,85,18
3/8/2016,57,11,28,75,9
3/9/2016,54,11,39,93,11
3/10/2016,52,11,39,111,10
3/11/2016,55,10,31,98,12
3/12/2016,61,11,36,74,12
3/13/2016,52,11,35,72,10
3/14/2016,64,10,43,67,12
3/15/2016,66,11,37,109,9
3/16/2016,55,9,35,85,10
3/17/2016,56,9,30,78,8
3/18/2016,55,9,44,61,10
3/19/2016,64,10,44,69,10
3/20/2016,54,10,44,69,10
3/21/2016,54,11,33,63,7
3/22/2016,76,14,45,71,9
3/23/2016,39,10,18,74,6
3/24/2016,51,12,18,100,12
3/25/2016,60,10,50,97,13
3/26/2016,65,9,55,78,13
3/27/2016,63,9,53,77,9
3/28/2016,63,9,38,58,9
3/29/2016,49,9,30,67,9
3/30/2016,74,10,50,63,11
3/31/2016,78,7,52,63,13
4/1/2016,81,7,66,82,17
4/2/2016,45,10,37,79,12
4/3/2016,47,10,48,80,10
4/4/2016,50,10,39,66,10
4/5/2016,52,10,40,61,8
4/6/2016,57,11,42,88,10
4/7/2016,64,9,44,64,13
4/8/2016,55,11,38,49,10
4/9/2016,62,8,39,91,13
4/10/2016,52,9,45,63,12
4/11/2016,61,9,44,73,13
4/12/2016,69,9,59,71,16
4/13/2016,55,11,34,65,9
4/14/2016,52,9,41,63,14
4/15/2016,57,8,62,71,22
4/16/2016,69,9,58,78,16
4/17/2016,49,8,38,55,11
4/18/2016,39,8,47,93,13
4/19/2016,54,8,46,80,15
4/20/2016,55,9,38,61,15
4/21/2016,51,7,51,135,18
4/22/2016,46,8,41,69,12
4/23/2016,46,12,32,65,7
4/24/2016,53,8,39,57,8
4/25/2016,54,9,42,66,10
4/26/2016,64,11,49,67,18
4/27/2016,64,10,50,76,12
4/28/2016,58,10,47,82,13
4/29/2016,47,9,39,74,8
4/30/2016,56,9,69,66,13
5/1/2016,57,9,69,62,9
5/2/2016,52,9,49,66,8
5/3/2016,59,10,48,54,9
5/4/2016,57,12,71,56,10
5/5/2016,52,8,52,46,9
5/6/2016,78,10,78,100,14
5/7/2016,57,8,46,72,13
5/8/2016,63,8,67,81,14
5/9/2016,59,8,50,75,16
5/10/2016,58,10,46,70,14
5/11/2016,58,11,39,69,10
5/12/2016,52,9,57,74,11
5/13/2016,41,8,45,94,13
5/14/2016,5,8,39,104,8
5/15/2016,2,11,46,73,7
5/16/2016,33,9,39,92,9
5/17/2016,73,9,56,82,11
5/18/2016,62,9,61,56,18
5/19/2016,60,7,56,109,9
5/20/2016,62,8,43,90,10
5/21/2016,51,7,37,81,14
5/22/2016,57,7,53,109,15
5/23/2016,59,8,40,99,13
5/24/2016,63,9,55,91,19
5/25/2016,44,9,47,82,13
5/26/2016,63,9,56,53,16
5/27/2016,70,9,55,73,17
5/28/2016,86,12,67,70,19
5/29/2016,41,9,39,41,12
5/30/2016,55,13,56,79,14
5/31/2016,53,11,46,101,10
6/1/2016,63,11,57,111,14
6/2/2016,55,8,81,46,15
6/3/2016,32,8,35,101,11
6/4/2016,58,10,61,85,16
6/5/2016,74,8,72,61,15
6/6/2016,78,9,71,113,13
6/7/2016,63,8,65,56,20
6/8/2016,37,8,38,76,10
6/9/2016,37,8,37,42,12
6/10/2016,63,10,73,45,26
6/11/2016,53,9,49,60,9
6/12/2016,61,9,58,114,13
6/13/2016,59,8,49,96,12
6/14/2016,48,9,45,85,15
6/15/2016,16,9,47,47,18
6/16/2016,54,13,47,43,16
6/17/2016,48,12,41,44,20
6/18/2016,34,8,44,24,18
6/19/2016,50,11,59,99,11
6/20/2016,59,12,65,71,20
6/21/2016,60,10,52,125,24
6/22/2016,59,9,37,124,16
6/23/2016,51,9,41,72,16
6/24/2016,31,9,49,119,16
6/25/2016,48,9,65,106,19
6/26/2016,48,9,59,75,19
6/27/2016,48,8,61,48,14
6/28/2016,70,11,51,72,7
6/29/2016,66,10,53,100,5
6/30/2016,61,8,57,67,5
7/1/2016,59,8,68,104,6
7/2/2016,75,10,67,96,6
7/3/2016,56,8,48,53,3
7/4/2016,35,8,49,46,7
7/5/2016,53,8,43,53,5
7/6/2016,54,8,65,51,9
7/7/2016,43,9,32,61,10
7/8/2016,35,9,31,65,13
7/9/2016,56,8,40,73,12
7/10/2016,61,9,42,68,12
7/11/2016,64,9,45,52,11
7/12/2016,42,8,34,70,6
7/13/2016,62,8,56,90,10
7/14/2016,60,10,53,73,18
7/15/2016,47,11,34,45,4
7/16/2016,49,9,36,43,5
7/17/2016,58,8,58,63,5
7/18/2016,48,8,55,69,7
7/19/2016,54,11,56,98,21
7/20/2016,38,8,43,81,9
7/21/2016,40,9,45,83,12
7/22/2016,48,9,45,65,12
7/23/2016,60,9,58,82,12
7/24/2016,62,9,59,103,11
7/25/2016,34,8,45,89,6
7/26/2016,55,10,42,106,9
7/27/2016,46,10,43,110,10
7/28/2016,48,10,44,69,10
7/29/2016,48,10,44,69,10
7/30/2016,55,8,51,119,9
7/31/2016,55,9,36,89,8
8/1/2016,57,10,45,83,10
8/2/2016,51,9,38,75,6
8/3/2016,50,9,41,136,6
8/4/2016,60,10,49,101,8
8/5/2016,63,10,47,91,10
8/6/2016,69,10,40,51,7
8/7/2016,56,9,37,54,7
8/8/2016,54,9,35,77,7
8/9/2016,52,9,45,56,11
8/10/2016,54,9,45,102,13
8/11/2016,62,9,41,68,13
8/12/2016,56,9,41,101,11
8/13/2016,58,9,38,58,7
8/14/2016,46,9,38,51,8
8/15/2016,34,8,45,121,11
8/16/2016,58,13,41,91,9
8/17/2016,68,11,69,59,8
8/18/2016,50,9,47,77,10
8/19/2016,67,11,46,80,9
8/20/2016,36,9,45,60,8
8/21/2016,44,10,35,73,8
8/22/2016,52,11,38,83,10
8/23/2016,39,10,33,74,7
8/24/2016,43,10,35,91,9
8/25/2016,62,10,62,95,11
8/26/2016,58,12,44,103,15
8/27/2016,68,14,58,70,9
8/28/2016,54,9,64,50,7
8/29/2016,80,10,76,66,11
8/30/2016,72,10,48,96,8
8/31/2016,72,9,79,57,8
9/1/2016,62,10,44,79,7
9/2/2016,58,9,52,139,7
9/3/2016,66,10,61,94,6
9/4/2016,57,9,42,69,5
9/5/2016,51,10,39,45,5
9/6/2016,64,11,60,61,6
9/7/2016,53,9,43,62,7
9/8/2016,46,9,36,125,8
9/9/2016,62,12,45,90,8
9/10/2016,67,11,52,73,5
9/11/2016,55,11,41,74,6
9/12/2016,44,8,35,52,3
9/13/2016,54,11,43,85,4
9/14/2016,43,12,34,79,6
9/15/2016,34,9,37,131,3
9/16/2016,65,10,84,74,21
9/17/2016,59,10,44,47,5
9/18/2016,33,10,35,81,3
9/19/2016,57,8,52,64,7
9/20/2016,53,8,63,64,6
9/21/2016,25,8,44,30,2
9/22/2016,31,12,28,49,3
9/23/2016,35,10,31,48,1
9/24/2016,50,11,43,48,3
9/25/2016,45,9,66,46,3
9/26/2016,29,9,35,44,2
9/27/2016,60,12,50,90,8
9/28/2016,54,12,40,62,7
9/29/2016,25,9,38,84,4
9/30/2016,39,11,45,41,4
10/1/2016,47,12,41,41,3
10/2/2016,26,9,31,30,10
10/3/2016,27,10,32,137,10
10/4/2016,59,11,56,126,6
10/5/2016,57,11,52,78,6
10/6/2016,48,10,42,72,4
10/7/2016,60,11,37,91,4
10/8/2016,43,10,35,69,2
10/9/2016,43,9,41,80,2
10/10/2016,51,10,46,82,6
10/11/2016,58,10,56,72,9
10/12/2016,62,10,54,39,8
10/13/2016,60,13,45,63,5
10/14/2016,57,9,83,28,4
10/15/2016,39,10,32,54,3
10/16/2016,54,10,44,51,3
10/17/2016,54,11,42,115,4
10/18/2016,58,12,37,115,7
10/19/2016,54,11,35,78,3
10/20/2016,64,10,42,95,5
10/21/2016,70,10,42,83,4
10/22/2016,74,10,53,72,5
10/23/2016,31,8,33,36,4
10/24/2016,42,9,50,145,5
10/25/2016,55,10,69,56,7
10/26/2016,31,10,39,68,5
10/27/2016,44,11,42,78,5
10/28/2016,48,10,38,66,3
10/29/2016,53,10,63,32,4
10/30/2016,46,10,42,84,3
10/31/2016,44,9,31,68,2
11/1/2016,30,9,30,43,3
11/2/2016,38,9,29,30,1
11/3/2016,37,10,33,40,3
11/4/2016,52,12,37,105,5
11/5/2016,63,11,37,101,6
11/6/2016,87,13,65,172,6
11/7/2016,59,10,46,136,6
11/8/2016,61,10,41,61,4
11/9/2016,46,11,44,109,4
11/10/2016,47,13,36,70,4
11/11/2016,49,11,47,102,5
11/12/2016,44,11,60,91,7
11/13/2016,39,9,36,49,4
11/14/2016,28,10,51,74,4
11/15/2016,36,9,48,58,3
11/16/2016,28,10,52,55,3
11/17/2016,49,11,39,78,7
11/18/2016,47,11,43,73,8
11/19/2016,12,10,56,81,5
11/20/2016,11,9,40,63,4
11/21/2016,27,8,40,53,5
11/22/2016,26,10,42,121,4
11/23/2016,29,10,31,117,4
11/24/2016,51,11,59,65,4
11/25/2016,48,9,31,32,1
11/26/2016,48,18,39,78,7
11/27/2016,32,11,78,78,6
11/28/2016,39,10,61,46,5
11/29/2016,16,12,32,65,3
11/30/2016,26,21,35,54,4
12/1/2016,48,12,36,40,10
12/2/2016,48,9,25,17,10
12/3/2016,48,9,29,15,10
12/4/2016,48,9,28,14,10
12/5/2016,48,9,26,16,10
12/6/2016,48,10,28,34,10
12/7/2016,48,11,28,42,1
12/8/2016,48,14,35,71,4
12/9/2016,20,10,28,24,3
12/10/2016,48,9,25,20,3
12/11/2016,48,9,27,27,5
12/12/2016,48,10,33,37,6
12/13/2016,8,9,28,28,5
12/14/2016,16,11,27,38,7
12/15/2016,48,10,53,17,5
12/16/2016,48,10,29,38,5
12/17/2016,48,10,25,35,5
12/18/2016,48,10,45,34,5
12/19/2016,13,10,25,32,4
12/20/2016,11,10,22,19,3
12/21/2016,7,10,23,19,2
12/22/2016,6,10,24,21,1
12/23/2016,48,16,28,18,2
12/24/2016,48,16,29,23,1
12/25/2016,15,16,29,24,1
12/26/2016,48,18,39,66,5
12/27/2016,48,17,34,54,3
12/28/2016,11,18,30,20,2
12/29/2016,11,17,33,28,4
12/30/2016,8,17,40,31,4
12/31/2016,24,18,44,44,4
1/1/2017,39,17,38,54,5
1/2/2017,39,17,33,44,3
1/3/2017,39,16,31,46,4
1/4/2017,39,16,35,48,5
1/5/2017,39,17,35,35,7
1/6/2017,39,17,34,41,6
1/7/2017,39,17,34,39,5
1/8/2017,39,17,36,37,6
1/9/2017,39,16,34,37,7
1/10/2017,8,14,51,43,17
1/11/2017,6,12,43,44,8
1/12/2017,7,12,43,35,9
1/13/2017,8,11,27,15,3
1/14/2017,7,11,23,15,2
1/15/2017,6,11,25,27,3
1/16/2017,2,11,27,19,3
1/17/2017,5,11,36,33,11
1/18/2017,6,11,25,26,6
1/19/2017,5,11,24,16,3
1/20/2017,7,11,24,17,11
1/21/2017,7,11,25,34,5
1/22/2017,7,11,35,33,10
1/23/2017,6,11,36,26,9
1/24/2017,6,11,30,34,7
1/25/2017,6,11,28,23,3
1/26/2017,6,11,28,26,7
1/27/2017,5,11,29,37,14
1/28/2017,5,11,28,42,6
1/29/2017,6,11,29,26,13
1/30/2017,7,11,28,41,5
1/31/2017,6,11,26,42,7
2/1/2017,6,11,29,24,11
2/2/2017,8,13,27,39,9
2/3/2017,5,15,30,29,10
2/4/2017,6,13,28,22,5
2/5/2017,6,13,26,21,3
2/6/2017,3,13,26,16,2
2/7/2017,7,15,34,22,8
2/8/2017,6,16,30,26,6
2/9/2017,7,15,32,17,7
2/10/2017,4,17,31,24,7
2/11/2017,6,14,36,27,10
2/12/2017,5,12,34,28,11
2/13/2017,6,13,36,35,13
2/14/2017,6,16,47,43,16
2/15/2017,7,18,36,54,10
2/16/2017,4,16,29,32,8
2/17/2017,5,14,48,32,14
2/18/2017,7,15,45,28,13
2/19/2017,39,13,80,24,10
2/20/2017,6,14,52,20,10
2/21/2017,8,15,70,46,20
2/22/2017,7,25,40,56,15
2/23/2017,8,15,41,113,16
2/24/2017,7,14,50,86,15
2/25/2017,8,14,43,66,10
2/26/2017,6,20,44,53,14
2/27/2017,6,13,39,56,8
2/28/2017,7,14,46,52,16
3/1/2017,6,17,41,39,13
3/2/2017,9,21,44,57,11
3/3/2017,6,16,54,49,15
3/4/2017,5,19,43,88,12
3/5/2017,6,16,41,56,10
3/6/2017,5,18,38,47,11
3/7/2017,4,18,37,44,15
3/8/2017,5,15,40,71,16
3/9/2017,5,16,34,87,10
3/10/2017,6,17,51,58,22
3/11/2017,7,17,45,74,18
3/12/2017,6,15,48,52,15
3/13/2017,5,14,35,53,10
3/14/2017,52,28,33,46,9
3/15/2017,36,15,34,24,6
3/16/2017,30,16,31,88,8
3/17/2017,61,18,40,99,13
3/18/2017,48,14,51,37,22
3/19/2017,48,17,46,42,10
3/20/2017,34,14,36,23,11
3/21/2017,44,20,36,22,11
3/22/2017,27,15,40,33,23
3/23/2017,25,13,46,33,24
3/24/2017,74,18,93,89,15
3/25/2017,56,16,39,43,15
3/26/2017,62,16,61,41,11
3/27/2017,42,17,39,50,15
3/28/2017,61,17,68,50,11
3/29/2017,49,15,53,46,9
3/30/2017,30,15,32,19,7
3/31/2017,18,16,26,17,5
