tanggal,pm10,so2,co,o3,no2
4/1/2015,21,9,33,72,12
4/2/2015,14,9,45,64,9
4/3/2015,20,10,45,54,9
4/4/2015,19,10,52,96,12
4/5/2015,14,10,42,68,10
4/6/2015,23,10,41,52,7
4/7/2015,20,11,29,31,9
4/8/2015,19,10,46,65,9
4/9/2015,13,9,42,52,10
4/10/2015,17,9,64,87,12
4/11/2015,17,10,36,57,8
4/12/2015,18,11,30,88,6
4/13/2015,17,11,31,65,13
4/14/2015,19,11,54,67,30
4/15/2015,15,10,37,83,18
4/16/2015,15,11,35,87,10
4/17/2015,15,10,37,54,12
4/18/2015,19,10,47,51,10
4/19/2015,11,12,32,82,9
4/20/2015,12,10,27,66,7
4/21/2015,18,11,42,101,11
4/22/2015,14,10,34,119,10
4/23/2015,13,10,21,24,3
4/24/2015,13,10,28,18,8
4/25/2015,12,10,30,16,8
4/26/2015,10,10,31,17,8
4/27/2015,11,10,26,18,3
4/28/2015,10,10,25,19,4
4/29/2015,17,10,22,19,3
4/30/2015,18,10,27,22,2
5/1/2015,12,11,27,77,8
5/2/2015,15,10,34,65,5
5/3/2015,16,10,31,96,9
5/4/2015,12,11,27,41,7
5/5/2015,13,11,47,60,9
5/6/2015,12,11,39,48,8
5/7/2015,15,10,28,67,7
5/8/2015,15,12,24,49,7
5/9/2015,13,12,40,79,10
5/10/2015,13,11,24,72,6
5/11/2015,11,11,27,47,9
5/12/2015,13,12,42,57,12
5/13/2015,11,12,30,58,9
5/14/2015,12,12,28,61,6
5/15/2015,15,10,30,53,7
5/16/2015,10,11,31,68,8
5/17/2015,14,11,37,66,5
5/18/2015,13,12,32,77,9
5/19/2015,25,12,31,105,8
5/20/2015,24,12,30,97,6
5/21/2015,14,12,32,84,10
5/22/2015,14,13,27,83,9
5/23/2015,14,13,36,90,12
5/24/2015,14,12,34,77,8
5/25/2015,12,11,29,83,7
5/26/2015,22,12,41,85,13
5/27/2015,12,11,30,74,9
5/28/2015,14,13,30,70,8
5/29/2015,10,13,30,70,8
5/30/2015,20,11,36,68,11
5/31/2015,12,11,53,83,10
6/1/2015,10,11,35,53,8
6/2/2015,14,11,39,77,12
6/3/2015,12,10,30,84,5
6/4/2015,12,11,42,60,8
6/5/2015,34,12,31,51,8
6/6/2015,28,12,42,56,10
6/7/2015,34,11,35,65,6
6/8/2015,76,11,45,54,9
6/9/2015,47,11,43,51,8
6/10/2015,35,12,45,78,11
6/11/2015,45,11,41,90,7
6/12/2015,49,11,40,81,9
6/13/2015,51,12,39,90,14
6/14/2015,51,15,37,113,10
6/15/2015,53,12,34,108,11
6/16/2015,75,14,47,115,13
6/17/2015,55,13,48,78,18
6/18/2015,41,13,28,80,9
6/19/2015,23,12,30,87,7
6/20/2015,53,12,34,72,14
6/21/2015,35,13,28,88,8
6/22/2015,21,12,22,97,5
6/23/2015,39,13,29,79,16
6/24/2015,43,13,29,94,15
6/25/2015,33,14,38,72,18
6/26/2015,45,13,31,67,8
6/27/2015,33,13,34,61,11
6/28/2015,27,13,24,80,8
6/29/2015,27,13,30,74,9
6/30/2015,28,17,33,101,12
7/1/2015,50,13,30,65,7
7/2/2015,31,13,23,75,6
7/3/2015,20,14,24,87,12
7/4/2015,21,14,22,94,8
7/5/2015,31,14,52,79,15
7/6/2015,26,15,23,95,11
7/7/2015,26,15,21,123,20
7/8/2015,17,14,23,109,12
7/9/2015,14,13,20,95,8
7/10/2015,23,14,21,86,8
7/11/2015,20,14,22,77,9
7/12/2015,20,15,21,64,7
7/13/2015,17,15,20,54,6
7/14/2015,19,14,21,53,6
7/15/2015,15,14,25,39,6
7/16/2015,16,14,19,45,5
7/17/2015,21,14,31,44,7
7/18/2015,17,13,18,58,5
7/19/2015,15,13,21,56,5
7/20/2015,16,13,19,61,4
7/21/2015,12,14,18,64,4
7/22/2015,9,14,21,61,6
7/23/2015,19,14,30,56,6
7/24/2015,15,14,20,53,7
7/25/2015,12,14,23,79,6
7/26/2015,16,13,27,80,8
7/27/2015,19,13,26,82,10
7/28/2015,18,14,26,66,8
7/29/2015,17,15,23,54,10
7/30/2015,30,14,26,73,8
7/31/2015,13,14,23,82,6
8/1/2015,13,14,28,91,6
8/2/2015,17,15,28,94,6
8/3/2015,12,16,20,69,9
8/4/2015,20,15,37,85,13
8/5/2015,14,14,21,73,10
8/6/2015,16,14,21,84,7
8/7/2015,23,15,18,88,8
8/8/2015,17,15,22,95,9
8/9/2015,25,15,31,71,10
8/10/2015,14,15,23,59,13
8/11/2015,13,16,21,74,9
8/12/2015,11,14,21,74,6
8/13/2015,17,13,28,83,12
8/14/2015,13,14,21,56,6
8/15/2015,11,16,22,75,8
8/16/2015,13,15,20,68,8
8/17/2015,9,15,18,77,5
8/18/2015,11,16,18,79,8
8/19/2015,16,15,19,82,8
8/20/2015,16,14,21,92,10
8/21/2015,15,14,19,98,8
8/22/2015,11,14,15,96,5
8/23/2015,13,15,22,77,7
8/24/2015,17,15,17,84,5
8/25/2015,19,15,25,102,9
8/26/2015,11,15,23,95,13
8/27/2015,13,14,25,83,9
8/28/2015,13,15,21,75,8
8/29/2015,13,15,26,100,8
8/30/2015,9,14,19,75,5
8/31/2015,13,15,19,92,6
9/1/2015,16,15,19,71,8
9/2/2015,17,15,21,70,12
9/3/2015,20,16,23,61,11
9/4/2015,46,15,19,74,9
9/5/2015,40,15,20,71,6
9/6/2015,32,15,21,75,6
9/7/2015,28,15,20,83,10
9/8/2015,35,15,24,102,8
9/9/2015,36,16,26,96,13
9/10/2015,40,15,31,99,11
9/11/2015,32,14,20,79,8
9/12/2015,36,14,20,78,6
9/13/2015,24,14,18,84,5
9/14/2015,26,14,17,93,17
9/15/2015,33,16,18,91,8
9/16/2015,28,15,21,71,9
9/17/2015,45,16,23,80,11
9/18/2015,38,16,19,67,7
9/19/2015,31,16,21,68,10
9/20/2015,27,15,28,92,8
9/21/2015,28,15,27,120,8
9/22/2015,30,15,26,80,9
9/23/2015,25,16,43,81,13
9/24/2015,27,17,30,95,11
9/25/2015,25,16,19,91,7
9/26/2015,27,15,23,68,11
9/27/2015,19,15,22,78,7
9/28/2015,21,15,23,94,7
9/29/2015,21,15,30,69,8
9/30/2015,23,15,25,67,12
10/1/2015,17,16,28,69,8
10/2/2015,6,16,31,57,11
10/3/2015,18,15,27,54,10
10/4/2015,6,16,26,66,8
10/5/2015,19,16,23,81,6
10/6/2015,12,16,25,95,9
10/7/2015,5,16,31,97,10
10/8/2015,12,14,25,97,8
10/9/2015,8,15,34,78,20
10/10/2015,7,15,31,69,11
10/11/2015,16,14,34,59,8
10/12/2015,6,15,26,92,8
10/13/2015,13,16,25,80,10
10/14/2015,13,16,35,82,8
10/15/2015,7,15,28,75,8
10/16/2015,16,16,27,73,12
10/17/2015,12,16,32,53,13
10/18/2015,13,15,44,108,14
10/19/2015,8,15,35,104,11
10/20/2015,9,13,25,73,10
10/21/2015,9,13,30,71,16
10/22/2015,5,13,22,70,8
10/23/2015,6,13,28,86,9
10/24/2015,6,13,43,97,15
10/25/2015,10,16,31,83,7
10/26/2015,9,16,34,84,8
10/27/2015,18,16,34,123,9
10/28/2015,8,16,32,86,8
10/29/2015,19,16,34,94,12
10/30/2015,6,16,35,76,16
10/31/2015,7,15,35,117,11
11/1/2015,5,15,28,119,6
11/2/2015,3,15,40,90,13
11/3/2015,9,15,25,117,10
11/4/2015,8,15,24,84,11
11/5/2015,4,15,34,89,10
11/6/2015,10,15,27,103,8
11/7/2015,10,15,29,87,6
11/8/2015,4,15,52,81,16
11/9/2015,13,16,29,112,11
11/10/2015,53,15,25,105,7
11/11/2015,20,15,29,91,7
11/12/2015,73,16,34,108,14
11/13/2015,20,16,23,74,16
11/14/2015,20,15,25,73,9
11/15/2015,20,16,37,64,10
11/16/2015,20,16,22,62,6
11/17/2015,20,18,23,76,6
11/18/2015,20,17,32,71,13
11/19/2015,20,16,28,44,9
11/20/2015,20,16,23,81,7
11/21/2015,20,16,28,64,8
11/22/2015,20,15,40,60,10
11/23/2015,20,16,30,46,7
11/24/2015,20,16,33,64,6
11/25/2015,20,15,29,100,7
11/26/2015,20,16,27,117,8
11/27/2015,20,17,28,70,6
11/28/2015,20,17,54,97,15
11/29/2015,20,16,27,75,7
11/30/2015,20,16,45,105,8
12/1/2015,20,16,37,106,9
12/2/2015,20,19,25,98,6
12/3/2015,57,16,32,82,8
12/4/2015,20,16,30,84,7
12/5/2015,20,16,36,103,9
12/6/2015,20,19,40,59,8
12/7/2015,20,16,31,63,8
12/8/2015,20,16,25,51,7
12/9/2015,20,19,28,58,13
12/10/2015,20,17,22,85,5
12/11/2015,20,16,31,79,12
12/12/2015,20,16,27,52,8
12/13/2015,20,16,49,41,9
12/14/2015,20,16,24,21,8
12/15/2015,20,16,19,22,4
12/16/2015,20,16,19,22,3
12/17/2015,20,15,18,20,8
12/18/2015,20,17,19,40,3
12/19/2015,20,17,19,49,5
12/20/2015,20,16,35,39,6
12/21/2015,20,16,21,30,4
12/22/2015,20,16,19,24,3
12/23/2015,20,16,19,18,4
12/24/2015,20,16,30,25,6
12/25/2015,20,16,25,45,3
12/26/2015,20,17,30,46,9
12/27/2015,20,17,28,46,4
12/28/2015,20,18,30,70,8
12/29/2015,20,18,34,41,10
12/30/2015,20,17,24,47,4
12/31/2015,20,16,29,36,6
1/1/2016,52,17,53,51,11
1/2/2016,52,16,29,50,5
1/3/2016,52,16,33,50,5
1/4/2016,52,18,36,71,9
1/5/2016,52,16,54,46,11
1/6/2016,52,17,43,39,13
1/7/2016,52,17,31,52,11
1/8/2016,52,18,30,60,7
1/9/2016,52,17,34,64,8
1/10/2016,52,17,38,74,7
1/11/2016,52,17,36,65,5
1/12/2016,52,16,38,68,7
1/13/2016,52,16,43,68,8
1/14/2016,52,17,33,68,7
1/15/2016,58,16,39,46,8
1/16/2016,49,17,34,80,4
1/17/2016,68,17,39,103,8
1/18/2016,62,16,43,73,5
1/19/2016,59,17,31,83,4
1/20/2016,52,16,39,50,8
1/21/2016,54,16,35,73,8
1/22/2016,52,23,59,52,9
1/23/2016,52,23,37,46,10
1/24/2016,52,23,40,44,4
1/25/2016,29,23,28,46,7
1/26/2016,45,23,41,54,7
1/27/2016,70,23,58,81,8
1/28/2016,52,23,20,68,6
1/29/2016,52,23,20,68,6
1/30/2016,52,23,20,68,6
1/31/2016,52,23,20,68,6
2/1/2016,52,23,20,68,6
2/2/2016,52,23,20,68,6
2/3/2016,52,23,20,68,6
2/4/2016,58,13,25,49,6
2/5/2016,54,15,19,52,2
2/6/2016,61,13,20,41,3
2/7/2016,46,13,28,41,5
2/8/2016,49,13,26,43,6
2/9/2016,13,13,8,25,6
2/10/2016,19,13,14,31,6
2/11/2016,29,13,36,32,6
2/12/2016,41,13,27,47,4
2/13/2016,41,14,56,79,8
2/14/2016,54,14,23,75,4
2/15/2016,40,14,22,32,3
2/16/2016,62,14,30,37,3
2/17/2016,45,14,22,36,3
2/18/2016,54,14,41,60,3
2/19/2016,40,14,34,67,3
2/20/2016,78,14,31,52,3
2/21/2016,61,15,15,49,2
2/22/2016,62,15,30,46,3
2/23/2016,61,14,23,50,3
2/24/2016,43,15,20,38,3
2/25/2016,26,14,16,42,3
2/26/2016,19,15,8,54,6
2/27/2016,49,15,21,46,6
2/28/2016,52,15,13,46,3
2/29/2016,52,15,25,42,3
3/1/2016,18,14,11,43,2
3/2/2016,52,15,26,40,3
3/3/2016,48,15,29,39,3
3/4/2016,68,15,40,41,3
3/5/2016,51,15,11,56,2
3/6/2016,67,15,33,72,2
3/7/2016,52,15,16,102,4
3/8/2016,52,15,15,81,5
3/9/2016,58,15,24,99,4
3/10/2016,54,15,22,133,3
3/11/2016,57,15,20,76,6
3/12/2016,55,15,27,51,1
3/13/2016,56,15,16,78,1
3/14/2016,58,16,22,71,1
3/15/2016,49,16,20,94,2
3/16/2016,53,16,23,69,1
3/17/2016,56,16,19,59,6
3/18/2016,47,16,25,53,3
3/19/2016,63,16,19,41,1
3/20/2016,62,16,18,38,6
3/21/2016,53,16,17,30,6
3/22/2016,57,16,25,23,2
3/23/2016,29,15,9,24,6
3/24/2016,52,24,18,68,9
3/25/2016,53,22,19,103,5
3/26/2016,57,20,23,128,6
3/27/2016,58,21,25,88,4
3/28/2016,60,21,25,63,4
3/29/2016,58,21,18,93,4
3/30/2016,62,24,22,64,5
3/31/2016,73,22,32,64,9
4/1/2016,69,21,32,84,8
4/2/2016,45,21,15,102,3
4/3/2016,35,22,21,74,6
4/4/2016,38,22,12,66,6
4/5/2016,44,20,14,66,2
4/6/2016,55,21,17,98,4
4/7/2016,53,21,20,77,8
4/8/2016,59,20,18,48,5
4/9/2016,58,20,22,84,6
4/10/2016,57,21,17,76,5
4/11/2016,70,21,25,139,7
4/12/2016,71,21,28,85,8
4/13/2016,64,22,19,70,6
4/14/2016,62,22,27,117,8
4/15/2016,52,23,20,68,6
4/16/2016,52,23,20,68,6
4/17/2016,56,23,21,78,4
4/18/2016,32,22,16,75,6
4/19/2016,43,22,16,67,5
4/20/2016,39,22,17,99,4
4/21/2016,38,22,20,97,4
4/22/2016,52,23,16,69,5
4/23/2016,52,24,11,56,2
4/24/2016,52,22,19,52,3
4/25/2016,52,22,21,60,3
4/26/2016,53,22,17,67,4
4/27/2016,59,23,18,76,4
4/28/2016,54,22,20,77,3
4/29/2016,57,24,12,71,5
4/30/2016,61,22,35,52,6
5/1/2016,52,23,20,68,6
5/2/2016,52,23,20,68,6
5/3/2016,50,24,30,47,8
5/4/2016,78,24,47,54,9
5/5/2016,60,23,36,39,9
5/6/2016,79,23,43,128,7
5/7/2016,77,22,22,83,2
5/8/2016,70,22,33,67,3
5/9/2016,57,22,19,127,8
5/10/2016,67,23,23,86,8
5/11/2016,56,23,19,84,5
5/12/2016,52,23,22,66,4
5/13/2016,47,22,14,70,5
5/14/2016,45,21,11,70,6
5/15/2016,49,23,12,56,4
5/16/2016,40,22,12,67,4
5/17/2016,67,23,19,80,5
5/18/2016,56,23,26,72,6
5/19/2016,60,22,24,155,5
5/20/2016,56,21,15,71,10
5/21/2016,52,21,23,71,5
5/22/2016,52,21,23,106,5
5/23/2016,54,22,19,118,3
5/24/2016,57,22,20,80,5
5/25/2016,52,21,16,68,5
5/26/2016,52,22,22,63,6
5/27/2016,52,21,28,66,2
5/28/2016,52,23,42,79,8
5/29/2016,53,22,15,59,6
5/30/2016,52,23,23,67,3
5/31/2016,60,22,17,78,3
6/1/2016,76,22,27,77,7
6/2/2016,52,21,34,75,6
6/3/2016,51,22,13,95,8
6/4/2016,52,22,27,81,9
6/5/2016,52,21,34,70,4
6/6/2016,52,21,36,100,4
6/7/2016,52,23,20,68,6
6/8/2016,33,22,10,114,6
6/9/2016,50,22,14,59,3
6/10/2016,67,21,25,65,5
6/11/2016,54,21,16,68,2
6/12/2016,54,22,22,94,3
6/13/2016,61,21,19,129,3
6/14/2016,62,22,16,85,2
6/15/2016,59,22,20,81,11
6/16/2016,54,23,19,53,4
6/17/2016,58,23,16,69,4
6/18/2016,52,20,17,33,6
6/19/2016,52,21,25,72,3
6/20/2016,52,23,35,113,7
6/21/2016,52,22,28,115,3
6/22/2016,52,21,15,127,5
6/23/2016,52,22,14,54,6
6/24/2016,52,21,15,89,6
6/25/2016,52,22,18,109,3
6/26/2016,52,21,28,78,3
6/27/2016,52,21,25,55,6
6/28/2016,52,22,26,137,5
6/29/2016,52,22,34,70,4
6/30/2016,57,21,26,78,8
7/1/2016,52,21,36,77,5
7/2/2016,79,22,37,81,6
7/3/2016,59,22,20,70,3
7/4/2016,31,21,18,55,6
7/5/2016,52,21,19,68,6
7/6/2016,60,22,38,66,6
7/7/2016,50,22,10,64,6
7/8/2016,52,23,20,68,6
7/9/2016,55,22,13,62,6
7/10/2016,62,22,16,65,2
7/11/2016,73,22,25,54,6
7/12/2016,35,22,10,50,6
7/13/2016,51,23,18,88,2
7/14/2016,69,22,22,57,4
7/15/2016,51,23,12,45,3
7/16/2016,47,22,15,54,3
7/17/2016,58,22,29,71,4
7/18/2016,52,23,20,68,6
7/19/2016,52,23,23,115,3
7/20/2016,50,23,15,80,4
7/21/2016,41,23,19,81,3
7/22/2016,43,22,17,55,8
7/23/2016,50,23,27,87,5
7/24/2016,55,23,22,94,2
7/25/2016,36,22,18,96,6
7/26/2016,54,23,25,91,3
7/27/2016,55,24,14,146,6
7/28/2016,64,24,17,72,4
7/29/2016,64,23,20,106,3
7/30/2016,48,23,13,116,5
7/31/2016,54,24,18,106,4
8/1/2016,55,24,12,100,4
8/2/2016,48,23,14,94,6
8/3/2016,42,24,13,110,6
8/4/2016,62,25,24,114,7
8/5/2016,70,24,22,108,5
8/6/2016,72,24,18,87,4
8/7/2016,58,25,14,70,6
8/8/2016,46,23,10,54,6
8/9/2016,37,24,16,63,4
8/10/2016,50,24,17,72,6
8/11/2016,57,25,17,88,6
8/12/2016,59,25,16,119,4
8/13/2016,59,24,14,103,3
8/14/2016,50,23,12,72,2
8/15/2016,31,24,16,95,4
8/16/2016,72,27,21,107,7
8/17/2016,86,25,28,55,7
8/18/2016,50,24,17,73,6
8/19/2016,71,25,14,75,2
8/20/2016,49,25,15,115,4
8/21/2016,52,25,12,88,6
8/22/2016,54,27,16,76,6
8/23/2016,65,27,15,67,6
8/24/2016,70,25,14,93,8
8/25/2016,60,25,20,96,4
8/26/2016,67,26,15,75,6
8/27/2016,72,26,22,63,7
8/28/2016,57,24,26,78,6
8/29/2016,63,24,41,68,7
8/30/2016,70,24,23,111,6
8/31/2016,63,24,29,71,6
9/1/2016,55,25,14,85,3
9/2/2016,55,24,21,141,6
9/3/2016,60,25,30,92,5
9/4/2016,60,24,16,53,3
9/5/2016,62,26,17,22,6
9/6/2016,65,27,27,42,7
9/7/2016,61,24,15,36,6
9/8/2016,55,25,15,37,4
9/9/2016,60,25,18,38,4
9/10/2016,68,26,30,23,8
9/11/2016,55,26,14,24,2
9/12/2016,53,25,11,25,6
9/13/2016,62,27,19,29,5
9/14/2016,55,26,14,36,7
9/15/2016,38,25,10,23,6
9/16/2016,57,28,18,22,5
9/17/2016,65,27,12,31,4
9/18/2016,58,28,11,30,6
9/19/2016,52,26,14,43,5
9/20/2016,54,25,15,45,4
9/21/2016,46,26,11,27,6
9/22/2016,43,29,21,22,2
9/23/2016,44,25,13,23,6
9/24/2016,56,25,12,18,6
9/25/2016,41,25,20,15,6
9/26/2016,40,25,11,15,6
9/27/2016,55,27,15,25,8
9/28/2016,61,27,15,58,6
9/29/2016,54,26,13,96,9
9/30/2016,51,26,19,58,8
10/1/2016,51,26,18,49,7
10/2/2016,54,25,10,40,4
10/3/2016,32,25,9,81,5
10/4/2016,24,26,15,117,22
10/5/2016,50,26,17,88,6
10/6/2016,34,27,11,100,8
10/7/2016,42,26,7,110,4
10/8/2016,55,25,12,63,6
10/9/2016,45,26,15,80,7
10/10/2016,46,26,16,79,12
10/11/2016,47,26,21,65,12
10/12/2016,69,27,26,54,13
10/13/2016,70,28,22,69,10
10/14/2016,55,26,44,26,9
10/15/2016,36,28,13,62,9
10/16/2016,52,27,14,60,9
10/17/2016,54,27,13,122,6
10/18/2016,63,29,11,96,8
10/19/2016,54,27,9,80,7
10/20/2016,58,28,10,92,10
10/21/2016,65,23,20,68,6
10/22/2016,63,27,16,72,12
10/23/2016,36,25,8,57,6
10/24/2016,39,27,20,70,9
10/25/2016,56,26,26,100,11
10/26/2016,51,28,12,133,10
10/27/2016,56,28,13,133,8
10/28/2016,51,26,21,72,8
10/29/2016,51,27,25,55,13
10/30/2016,42,27,19,98,7
10/31/2016,46,27,15,76,9
11/1/2016,51,26,11,59,6
11/2/2016,49,26,15,29,3
11/3/2016,48,27,12,56,7
11/4/2016,64,28,15,120,8
11/5/2016,66,30,13,122,13
11/6/2016,90,30,26,152,12
11/7/2016,60,28,12,128,7
11/8/2016,57,27,11,73,6
11/9/2016,49,27,12,72,11
11/10/2016,52,23,20,68,6
11/11/2016,49,29,14,73,9
11/12/2016,41,29,15,79,15
11/13/2016,38,27,11,63,6
11/14/2016,39,28,10,120,8
11/15/2016,51,27,18,58,6
11/16/2016,42,28,20,139,8
11/17/2016,47,29,11,106,10
11/18/2016,59,28,15,65,10
11/19/2016,52,23,20,68,6
11/20/2016,52,23,20,68,6
11/21/2016,52,23,20,68,6
11/22/2016,54,29,14,105,6
11/23/2016,54,29,11,83,9
11/24/2016,59,28,18,73,13
11/25/2016,51,28,11,34,5
11/26/2016,63,34,15,86,10
11/27/2016,73,29,21,87,12
11/28/2016,64,28,26,42,13
11/29/2016,33,28,11,54,6
11/30/2016,66,33,13,60,9
12/1/2016,57,30,11,64,6
12/2/2016,38,28,8,35,4
12/3/2016,22,28,8,31,4
12/4/2016,32,28,7,28,3
12/5/2016,12,28,6,29,3
12/6/2016,27,29,8,42,4
12/7/2016,54,29,9,45,4
12/8/2016,55,29,18,74,5
12/9/2016,55,29,10,30,5
12/10/2016,41,28,13,30,4
12/11/2016,35,29,10,50,4
12/12/2016,21,28,11,37,5
12/13/2016,41,29,11,35,5
12/14/2016,39,28,8,31,3
12/15/2016,41,28,18,29,5
12/16/2016,33,28,10,29,3
12/17/2016,33,30,5,36,2
12/18/2016,28,29,8,35,4
12/19/2016,19,29,4,30,2
12/20/2016,22,28,4,29,6
12/21/2016,18,23,20,68,6
12/22/2016,28,28,3,31,1
12/23/2016,19,29,3,34,1
12/24/2016,21,29,3,23,1
12/25/2016,23,29,4,26,2
12/26/2016,52,31,10,43,3
12/27/2016,25,29,4,41,2
12/28/2016,28,29,4,25,1
12/29/2016,30,29,7,41,3
12/30/2016,66,31,17,41,7
12/31/2016,55,29,13,30,4
1/1/2017,73,31,19,33,5
1/2/2017,39,29,4,33,3
1/3/2017,51,30,7,36,3
1/4/2017,45,33,7,63,7
1/5/2017,54,30,16,68,9
1/6/2017,34,30,9,65,8
1/7/2017,48,31,5,62,4
1/8/2017,37,31,10,52,5
1/9/2017,30,31,6,68,4
1/10/2017,54,32,21,66,9
1/11/2017,40,30,13,54,9
1/12/2017,22,30,7,32,3
1/13/2017,22,29,3,29,1
1/14/2017,23,29,4,29,1
1/15/2017,48,23,12,73,7
1/16/2017,48,23,12,73,7
1/17/2017,15,29,4,31,2
1/18/2017,26,29,7,30,4
1/19/2017,24,29,4,29,7
1/20/2017,27,30,5,30,4
1/21/2017,47,32,10,55,4
1/22/2017,54,32,10,50,5
1/23/2017,45,33,6,48,4
1/24/2017,48,23,5,73,7
1/25/2017,30,30,5,29,7
1/26/2017,39,32,7,53,3
1/27/2017,57,33,13,60,8
1/28/2017,41,31,10,44,4
1/29/2017,27,30,9,32,5
1/30/2017,30,31,14,54,2
1/31/2017,32,31,8,41,4
2/1/2017,26,32,9,44,4
2/2/2017,24,31,8,37,4
2/3/2017,39,30,12,30,7
2/4/2017,14,30,3,24,7
2/5/2017,48,23,12,73,7
2/6/2017,48,23,12,73,7
2/7/2017,48,23,12,73,7
2/8/2017,26,31,4,33,7
2/9/2017,23,31,6,28,3
2/10/2017,16,31,5,40,3
2/11/2017,27,31,8,45,4
2/12/2017,34,30,13,43,7
2/13/2017,37,31,10,56,7
2/14/2017,34,32,19,58,8
2/15/2017,23,32,5,51,6
2/16/2017,25,31,7,55,6
2/17/2017,48,23,12,73,7
2/18/2017,48,23,12,73,7
2/19/2017,71,31,23,47,10
2/20/2017,60,31,20,36,8
2/21/2017,45,31,34,45,10
2/22/2017,56,34,20,76,8
2/23/2017,43,32,13,112,9
2/24/2017,41,31,15,106,7
2/25/2017,48,31,9,69,5
2/26/2017,39,31,14,123,11
2/27/2017,32,31,9,81,4
2/28/2017,55,31,22,98,11
3/1/2017,58,32,16,83,8
3/2/2017,49,35,24,75,6
3/3/2017,51,31,20,66,8
3/4/2017,34,31,17,112,6
3/5/2017,48,32,16,107,9
3/6/2017,47,32,10,63,5
3/7/2017,49,32,16,69,10
3/8/2017,30,32,12,58,7
3/9/2017,44,33,11,95,12
3/10/2017,68,32,21,81,11
3/11/2017,61,32,19,120,10
3/12/2017,61,32,21,84,9
3/13/2017,65,32,19,71,12
3/14/2017,62,34,11,46,5
3/15/2017,61,33,8,40,5
3/16/2017,49,34,8,76,4
3/17/2017,69,34,11,76,11
3/18/2017,51,32,9,58,6
3/19/2017,48,23,12,73,7
3/20/2017,48,23,12,73,7
3/21/2017,48,23,12,73,7
3/22/2017,47,40,11,53,9
3/23/2017,53,42,24,65,11
3/24/2017,66,50,44,125,8
3/25/2017,58,43,15,73,7
3/26/2017,63,54,32,35,7
3/27/2017,50,47,13,83,9
3/28/2017,53,47,25,47,7
3/29/2017,54,50,17,42,6
3/30/2017,37,45,11,47,3
3/31/2017,31,38,4,34,2
