tanggal,pm10,so2,co,o3,no2
7/10/2015,54,13,27,79,12
7/11/2015,57,47,26,43,12
7/12/2015,51,15,23,43,12
7/13/2015,38,15,23,33,9
7/14/2015,48,33,25,35,12
7/15/2015,42,24,24,30,9
7/16/2015,33,10,21,33,7
7/17/2015,38,10,23,34,7
7/18/2015,40,23,22,37,8
7/19/2015,38,9,21,37,6
7/20/2015,37,23,22,34,9
7/21/2015,38,10,22,34,7
7/22/2015,43,10,22,40,6
7/23/2015,48,9,24,43,11
7/24/2015,49,12,23,42,10
7/25/2015,54,22,24,44,9
7/26/2015,57,11,25,57,9
7/27/2015,53,10,26,45,14
7/28/2015,50,15,26,38,12
7/29/2015,55,13,26,38,13
7/30/2015,55,19,28,46,13
7/31/2015,59,29,27,58,15
8/1/2015,67,24,23,47,17
8/2/2015,74,15,15,59,11
8/3/2015,61,12,12,40,10
8/4/2015,78,36,22,61,19
8/5/2015,79,20,16,57,19
8/6/2015,69,15,12,46,16
8/7/2015,60,15,15,66,15
8/8/2015,65,12,12,76,14
8/9/2015,70,13,11,50,14
8/10/2015,61,15,8,51,12
8/11/2015,63,18,8,43,12
8/12/2015,65,13,9,55,12
8/13/2015,60,10,10,48,11
8/14/2015,56,10,8,30,9
8/15/2015,58,13,8,50,10
8/16/2015,58,12,6,49,8
8/17/2015,52,12,6,50,8
8/18/2015,61,11,10,53,12
8/19/2015,60,12,7,46,9
8/20/2015,64,11,13,62,13
8/21/2015,64,13,11,74,15
8/22/2015,71,18,14,60,13
8/23/2015,65,13,10,53,9
8/24/2015,72,21,14,59,17
8/25/2015,67,17,12,50,14
8/26/2015,63,11,11,42,12
8/27/2015,67,15,11,58,14
8/28/2015,67,13,8,42,14
8/29/2015,68,13,10,47,13
8/30/2015,55,13,9,55,9
8/31/2015,59,11,10,105,9
9/1/2015,59,14,12,54,13
9/2/2015,59,15,15,52,14
9/3/2015,38,19,16,53,20
9/4/2015,59,20,12,49,15
9/5/2015,59,17,7,49,11
9/6/2015,59,15,10,62,12
9/7/2015,59,19,13,56,16
9/8/2015,59,17,13,60,13
9/9/2015,59,13,9,58,10
9/10/2015,68,14,11,61,14
9/11/2015,61,16,9,61,14
9/12/2015,70,15,10,53,15
9/13/2015,59,12,9,87,10
9/14/2015,70,14,14,114,12
9/15/2015,72,17,15,58,15
9/16/2015,66,14,10,52,13
9/17/2015,72,19,11,52,14
9/18/2015,66,15,10,45,11
9/19/2015,69,17,9,43,13
9/20/2015,68,16,12,55,14
9/21/2015,65,13,10,56,14
9/22/2015,93,25,24,51,17
9/23/2015,87,17,27,83,26
9/24/2015,82,16,26,86,15
9/25/2015,75,13,10,87,9
9/26/2015,63,17,9,50,11
9/27/2015,73,19,11,51,11
9/28/2015,67,17,11,44,14
9/29/2015,82,29,19,47,17
9/30/2015,69,18,12,51,13
10/1/2015,77,19,15,50,18
10/2/2015,73,16,14,47,14
10/3/2015,69,19,12,46,12
10/4/2015,68,21,9,48,10
10/5/2015,66,16,9,43,11
10/6/2015,75,17,12,50,13
10/7/2015,74,14,11,46,14
10/8/2015,66,14,17,47,17
10/9/2015,64,13,9,48,13
10/10/2015,72,18,15,51,14
10/11/2015,63,24,8,43,10
10/12/2015,62,16,10,43,10
10/13/2015,66,15,10,41,13
10/14/2015,60,14,9,52,9
10/15/2015,77,20,30,54,17
10/16/2015,52,14,6,65,5
10/17/2015,77,19,15,58,15
10/18/2015,83,20,29,87,16
10/19/2015,73,19,15,81,17
10/20/2015,77,20,16,67,19
10/21/2015,73,19,15,55,19
10/22/2015,60,18,9,57,13
10/23/2015,85,24,14,82,15
10/24/2015,95,25,19,84,19
10/25/2015,78,18,11,73,10
10/26/2015,78,18,15,73,17
10/27/2015,91,20,15,65,13
10/28/2015,78,15,10,62,13
10/29/2015,70,15,10,82,14
10/30/2015,72,15,12,73,14
10/31/2015,78,19,24,110,19
11/1/2015,68,14,13,87,10
11/2/2015,82,27,23,91,18
11/3/2015,57,14,11,78,12
11/4/2015,66,17,17,66,15
11/5/2015,88,21,27,64,18
11/6/2015,74,18,24,64,18
11/7/2015,63,16,14,65,14
11/8/2015,77,24,22,60,17
11/9/2015,55,19,17,71,15
11/10/2015,60,16,15,83,15
11/11/2015,82,21,26,91,18
11/12/2015,78,17,37,63,19
11/13/2015,58,17,16,52,14
11/14/2015,55,18,15,51,15
11/15/2015,73,17,15,39,10
11/16/2015,53,16,15,89,14
11/17/2015,51,15,17,87,23
11/18/2015,72,31,14,53,18
11/19/2015,63,15,9,50,14
11/20/2015,70,22,28,74,17
11/21/2015,74,18,41,86,24
11/22/2015,64,21,20,88,16
11/23/2015,70,27,22,79,19
11/24/2015,61,20,21,77,16
11/25/2015,58,20,24,95,22
11/26/2015,61,28,14,105,18
11/27/2015,56,21,17,85,15
11/28/2015,80,21,28,126,24
11/29/2015,63,19,26,98,16
11/30/2015,66,17,29,105,19
12/1/2015,68,19,21,100,28
12/2/2015,42,17,24,111,18
12/3/2015,44,21,16,64,17
12/4/2015,61,22,20,64,17
12/5/2015,74,29,24,60,17
12/6/2015,63,19,35,65,20
12/7/2015,52,26,13,57,13
12/8/2015,70,25,14,57,21
12/9/2015,55,20,31,65,20
12/10/2015,63,25,22,66,20
12/11/2015,60,24,18,85,23
12/12/2015,57,19,18,90,19
12/13/2015,60,21,25,61,17
12/14/2015,34,17,14,40,9
12/15/2015,28,18,11,42,8
12/16/2015,31,18,14,44,11
12/17/2015,30,19,15,24,10
12/18/2015,31,18,15,44,12
12/19/2015,23,18,13,47,13
12/20/2015,34,18,20,41,13
12/21/2015,34,18,16,36,10
12/22/2015,17,18,11,28,9
12/23/2015,33,19,12,29,13
12/24/2015,21,18,12,33,7
12/25/2015,29,19,10,52,12
12/26/2015,32,19,7,42,8
12/27/2015,59,21,13,39,15
12/28/2015,59,21,19,31,18
12/29/2015,55,22,18,38,17
12/30/2015,33,22,11,50,13
12/31/2015,24,18,11,51,9
1/1/2016,69,19,42,40,10
1/2/2016,40,20,15,44,12
1/3/2016,32,18,24,43,18
1/4/2016,61,27,21,103,24
1/5/2016,61,21,31,67,22
1/6/2016,64,24,25,55,17
1/7/2016,57,30,21,70,13
1/8/2016,50,22,10,62,9
1/9/2016,51,23,12,68,8
1/10/2016,57,32,16,86,15
1/11/2016,59,24,26,93,14
1/12/2016,59,28,15,60,13
1/13/2016,55,26,17,57,16
1/14/2016,59,27,17,53,18
1/15/2016,55,27,13,60,11
1/16/2016,54,23,20,78,13
1/17/2016,61,18,14,146,17
1/18/2016,79,18,29,107,21
1/19/2016,62,18,20,74,18
1/20/2016,61,24,27,66,18
1/21/2016,54,18,23,39,14
1/22/2016,60,2,37,32,15
1/23/2016,49,4,23,40,14
1/24/2016,45,1,42,38,14
1/25/2016,30,5,29,43,13
1/26/2016,58,10,47,40,16
1/27/2016,75,4,41,49,21
1/28/2016,61,12,22,49,12
1/29/2016,55,4,29,83,16
1/30/2016,46,5,24,62,14
1/31/2016,35,2,25,44,12
2/1/2016,33,1,22,38,11
2/2/2016,34,1,29,43,17
2/3/2016,36,2,27,57,15
2/4/2016,52,5,25,55,18
2/5/2016,51,3,25,43,17
2/6/2016,63,8,28,87,17
2/7/2016,50,6,32,41,11
2/8/2016,38,4,27,40,10
2/9/2016,22,2,18,48,7
2/10/2016,29,2,30,38,10
2/11/2016,44,3,32,48,11
2/12/2016,41,3,24,35,15
2/13/2016,73,16,47,72,23
2/14/2016,62,21,24,86,15
2/15/2016,55,9,29,63,12
2/16/2016,50,6,22,31,14
2/17/2016,44,8,27,42,11
2/18/2016,56,4,45,37,16
2/19/2016,78,14,49,44,16
2/20/2016,62,4,37,37,15
2/21/2016,52,4,29,41,14
2/22/2016,44,4,28,40,13
2/23/2016,62,6,27,67,21
2/24/2016,58,3,32,36,14
2/25/2016,29,2,25,41,15
2/26/2016,24,2,26,39,18
2/27/2016,50,3,29,35,12
2/28/2016,41,2,20,53,12
2/29/2016,44,3,24,49,15
3/1/2016,27,2,23,37,11
3/2/2016,33,3,27,31,14
3/3/2016,49,4,31,41,16
3/4/2016,39,3,24,34,12
3/5/2016,26,3,20,40,12
3/6/2016,53,4,29,43,16
3/7/2016,54,4,25,59,14
3/8/2016,52,4,23,53,11
3/9/2016,65,5,31,65,18
3/10/2016,58,4,25,101,25
3/11/2016,56,5,33,89,20
3/12/2016,59,11,33,109,24
3/13/2016,49,7,24,70,15
3/14/2016,55,5,29,66,21
3/15/2016,71,14,31,173,16
3/16/2016,60,9,40,119,19
3/17/2016,54,10,24,120,16
3/18/2016,36,7,20,36,15
3/19/2016,53,10,25,91,14
3/20/2016,50,7,23,91,11
3/21/2016,46,4,28,54,14
3/22/2016,62,11,43,74,21
3/23/2016,30,6,21,74,10
3/24/2016,49,6,27,122,14
3/25/2016,72,23,28,136,15
3/26/2016,61,20,29,48,16
3/27/2016,61,23,30,52,20
3/28/2016,31,5,22,38,11
3/29/2016,35,5,21,35,12
3/30/2016,66,24,36,39,20
3/31/2016,68,13,28,40,12
4/1/2016,69,14,39,57,16
4/2/2016,42,9,23,64,13
4/3/2016,52,27,33,53,15
4/4/2016,38,16,19,50,11
4/5/2016,48,21,26,38,11
4/6/2016,53,24,23,58,12
4/7/2016,55,20,27,47,16
4/8/2016,55,13,21,40,10
4/9/2016,46,7,23,94,22
4/10/2016,57,20,25,66,16
4/11/2016,70,16,24,77,12
4/12/2016,63,15,29,36,15
4/13/2016,54,10,25,47,20
4/14/2016,73,16,39,123,18
4/15/2016,57,12,33,117,20
4/16/2016,60,14,22,55,12
4/17/2016,45,7,18,52,9
4/18/2016,47,16,31,58,17
4/19/2016,53,13,25,50,16
4/20/2016,49,14,19,66,12
4/21/2016,45,13,30,91,20
4/22/2016,53,12,28,50,17
4/23/2016,50,19,16,46,8
4/24/2016,63,17,20,42,11
4/25/2016,65,22,20,47,12
4/26/2016,51,10,24,37,13
4/27/2016,62,18,27,62,15
4/28/2016,60,21,26,61,19
4/29/2016,44,10,18,50,10
4/30/2016,63,17,25,42,15
5/1/2016,46,13,33,48,16
5/2/2016,54,14,23,53,12
5/3/2016,62,12,21,36,10
5/4/2016,56,11,19,35,8
5/5/2016,56,5,21,27,9
5/6/2016,76,12,46,95,16
5/7/2016,62,10,27,93,11
5/8/2016,74,16,44,84,22
5/9/2016,63,13,30,145,13
5/10/2016,76,27,31,54,19
5/11/2016,71,13,26,41,10
5/12/2016,71,16,26,87,11
5/13/2016,63,19,23,50,13
5/14/2016,54,7,29,62,17
5/15/2016,62,17,24,37,8
5/16/2016,43,12,21,61,21
5/17/2016,78,14,29,83,21
5/18/2016,78,15,34,42,17
5/19/2016,69,12,29,68,12
5/20/2016,72,20,31,81,19
5/21/2016,54,11,17,73,12
5/22/2016,65,22,30,90,15
5/23/2016,56,13,24,92,20
5/24/2016,63,12,35,78,20
5/25/2016,62,17,25,41,18
5/26/2016,91,38,27,47,17
5/27/2016,89,28,31,61,29
5/28/2016,94,20,39,77,18
5/29/2016,57,26,19,37,13
5/30/2016,63,23,37,52,27
5/31/2016,60,15,26,100,14
6/1/2016,75,15,28,119,14
6/2/2016,57,13,19,42,14
6/3/2016,48,10,22,140,18
6/4/2016,88,16,36,81,18
6/5/2016,74,13,52,57,19
6/6/2016,83,17,46,99,19
6/7/2016,77,30,41,46,20
6/8/2016,54,21,19,46,14
6/9/2016,51,11,26,59,17
6/10/2016,72,18,27,45,20
6/11/2016,38,12,33,47,13
6/12/2016,63,13,35,89,14
6/13/2016,52,15,31,62,17
6/14/2016,73,13,30,83,15
6/15/2016,63,18,28,54,21
6/16/2016,44,22,31,36,15
6/17/2016,66,17,20,32,11
6/18/2016,40,9,23,25,12
6/19/2016,60,13,53,88,13
6/20/2016,77,26,37,79,16
6/21/2016,85,25,48,109,22
6/22/2016,67,21,26,126,20
6/23/2016,71,23,24,108,16
6/24/2016,71,30,23,90,15
6/25/2016,73,29,36,73,17
6/26/2016,73,13,40,74,18
6/27/2016,63,19,28,73,14
6/28/2016,72,20,32,69,16
6/29/2016,68,18,38,84,24
6/30/2016,56,15,27,59,16
7/1/2016,52,14,23,58,21
7/2/2016,68,15,32,104,15
7/3/2016,55,20,23,46,7
7/4/2016,36,26,21,40,11
7/5/2016,49,17,25,44,10
7/6/2016,55,19,37,46,14
7/7/2016,47,23,15,44,5
7/8/2016,39,11,17,52,7
7/9/2016,55,12,21,53,9
7/10/2016,56,14,20,57,10
7/11/2016,58,13,34,36,14
7/12/2016,32,11,19,76,9
7/13/2016,67,36,36,64,15
7/14/2016,65,24,43,41,20
7/15/2016,56,19,20,32,10
7/16/2016,51,20,19,34,9
7/17/2016,58,34,39,45,14
7/18/2016,46,20,33,109,16
7/19/2016,58,24,26,74,19
7/20/2016,48,18,29,76,16
7/21/2016,58,19,30,60,22
7/22/2016,73,25,25,49,14
7/23/2016,58,16,28,56,15
7/24/2016,58,26,38,77,14
7/25/2016,32,14,23,90,11
7/26/2016,53,14,31,173,14
7/27/2016,57,24,24,113,18
7/28/2016,61,19,20,50,15
7/29/2016,66,27,22,57,13
7/30/2016,53,16,25,94,20
7/31/2016,58,22,20,65,11
8/1/2016,60,18,21,70,11
8/2/2016,41,13,22,131,14
8/3/2016,54,15,32,110,21
8/4/2016,59,15,29,133,15
8/5/2016,72,30,34,65,21
8/6/2016,53,14,22,83,11
8/7/2016,54,19,22,119,11
8/8/2016,36,14,18,65,11
8/9/2016,56,26,30,41,16
8/10/2016,50,19,29,46,16
8/11/2016,51,14,22,52,18
8/12/2016,54,24,23,82,18
8/13/2016,57,16,22,66,16
8/14/2016,42,15,26,57,15
8/15/2016,33,15,23,93,19
8/16/2016,56,19,19,69,12
8/17/2016,63,33,30,36,12
8/18/2016,37,21,21,45,12
8/19/2016,58,12,27,67,15
8/20/2016,55,24,21,60,16
8/21/2016,57,18,21,64,12
8/22/2016,51,26,17,58,11
8/23/2016,48,15,22,176,13
8/24/2016,36,14,19,101,9
8/25/2016,70,34,26,133,21
8/26/2016,66,30,30,68,17
8/27/2016,70,29,25,65,12
8/28/2016,56,25,28,43,11
8/29/2016,61,29,24,56,12
8/30/2016,65,14,30,65,21
8/31/2016,73,14,52,42,26
9/1/2016,56,17,30,66,23
9/2/2016,67,17,35,73,19
9/3/2016,66,21,32,65,15
9/4/2016,67,42,23,53,18
9/5/2016,39,19,16,48,10
9/6/2016,56,19,27,56,11
9/7/2016,48,17,22,47,15
9/8/2016,52,16,28,91,15
9/9/2016,77,30,34,82,22
9/10/2016,66,31,30,55,12
9/11/2016,54,25,22,71,11
9/12/2016,49,17,22,85,14
9/13/2016,49,21,17,67,14
9/14/2016,56,27,20,60,10
9/15/2016,46,19,21,146,13
9/16/2016,86,40,34,67,23
9/17/2016,50,17,23,69,17
9/18/2016,46,17,24,96,13
9/19/2016,62,33,27,52,13
9/20/2016,59,18,36,87,18
9/21/2016,22,16,23,67,10
9/22/2016,35,17,27,56,18
9/23/2016,36,19,21,55,17
9/24/2016,52,23,31,48,12
9/25/2016,55,30,31,71,12
9/26/2016,42,21,22,69,9
9/27/2016,59,24,28,95,18
9/28/2016,55,24,26,55,19
9/29/2016,42,24,19,70,13
9/30/2016,54,27,23,38,14
10/1/2016,51,20,28,62,16
10/2/2016,25,17,21,41,7
10/3/2016,34,19,20,107,11
10/4/2016,62,30,27,86,21
10/5/2016,59,24,45,203,22
10/6/2016,51,21,27,157,20
10/7/2016,60,23,29,136,15
10/8/2016,47,18,26,82,18
10/9/2016,52,22,31,100,13
10/10/2016,62,34,32,100,22
10/11/2016,62,30,34,66,24
10/12/2016,61,29,38,42,16
10/13/2016,61,26,35,28,12
10/14/2016,44,18,26,67,15
10/15/2016,50,18,26,67,15
10/16/2016,50,30,26,51,12
10/17/2016,61,38,23,94,15
10/18/2016,57,22,20,84,11
10/19/2016,58,27,18,62,11
10/20/2016,59,21,24,82,25
10/21/2016,65,25,28,105,17
10/22/2016,79,24,50,63,26
10/23/2016,29,23,17,46,8
10/24/2016,55,31,37,102,15
10/25/2016,64,51,34,60,23
10/26/2016,44,22,18,50,10
10/27/2016,53,28,17,61,14
10/28/2016,53,22,29,120,13
10/29/2016,53,35,36,85,20
10/30/2016,52,34,34,101,10
10/31/2016,39,22,22,119,17
11/1/2016,34,20,26,53,16
11/2/2016,35,19,25,49,10
11/3/2016,37,21,21,73,12
11/4/2016,61,29,27,126,16
11/5/2016,69,25,28,150,18
11/6/2016,103,33,40,137,21
11/7/2016,78,49,30,128,22
11/8/2016,65,23,25,75,25
11/9/2016,58,25,22,143,14
11/10/2016,56,28,22,116,17
11/11/2016,70,34,28,123,25
11/12/2016,59,43,29,93,16
11/13/2016,35,21,30,65,20
11/14/2016,51,30,29,105,14
11/15/2016,40,21,28,77,11
11/16/2016,46,24,28,116,19
11/17/2016,61,30,24,70,18
11/18/2016,62,39,33,72,15
11/19/2016,54,24,35,80,18
11/20/2016,53,25,37,58,14
11/21/2016,50,29,25,65,15
11/22/2016,66,29,31,119,29
11/23/2016,63,26,32,148,21
11/24/2016,65,29,33,82,17
11/25/2016,28,22,20,41,7
11/26/2016,61,26,27,73,11
11/27/2016,84,42,42,60,18
11/28/2016,70,37,33,58,18
11/29/2016,28,30,19,62,12
11/30/2016,50,27,22,50,20
12/1/2016,52,25,35,38,16
12/2/2016,23,22,17,43,5
12/3/2016,22,22,21,34,8
12/4/2016,30,22,19,35,5
12/5/2016,16,22,19,36,6
12/6/2016,25,23,19,33,7
12/7/2016,32,24,19,56,7
12/8/2016,50,18,26,67,15
12/9/2016,31,15,21,54,10
12/10/2016,29,15,17,36,14
12/11/2016,26,14,9,39,8
12/12/2016,28,17,15,54,9
12/13/2016,31,16,12,46,16
12/14/2016,38,15,8,53,20
12/15/2016,33,15,22,33,12
12/16/2016,27,17,9,39,8
12/17/2016,31,16,7,40,11
12/18/2016,29,16,16,48,13
12/19/2016,28,17,7,37,12
12/20/2016,22,15,5,34,4
12/21/2016,23,15,5,37,5
12/22/2016,22,16,6,34,5
12/23/2016,22,16,4,32,5
12/24/2016,20,16,4,39,4
12/25/2016,17,16,4,42,5
12/26/2016,38,17,10,62,21
12/27/2016,26,16,6,51,17
12/28/2016,28,18,5,41,6
12/29/2016,21,17,6,39,7
12/30/2016,39,18,6,38,12
12/31/2016,45,19,13,59,14
1/1/2017,52,21,11,61,11
1/2/2017,27,18,5,40,15
1/3/2017,32,18,7,55,10
1/4/2017,23,19,13,61,15
1/5/2017,28,16,6,57,12
1/6/2017,29,17,11,62,13
1/7/2017,31,18,11,55,20
1/8/2017,28,19,7,52,14
1/9/2017,25,18,6,48,11
1/10/2017,42,23,11,83,16
1/11/2017,33,18,11,65,20
1/12/2017,29,18,12,65,19
1/13/2017,25,17,8,29,5
1/14/2017,21,16,8,29,6
1/15/2017,13,17,8,42,7
1/16/2017,17,17,7,34,6
1/17/2017,18,18,30,48,14
1/18/2017,49,33,13,64,15
1/19/2017,49,33,13,64,15
1/20/2017,22,18,5,30,6
1/21/2017,40,23,9,39,10
1/22/2017,37,18,7,32,11
1/23/2017,31,20,13,51,12
1/24/2017,32,22,7,34,15
1/25/2017,26,20,7,34,15
1/26/2017,25,21,13,47,13
1/27/2017,34,22,10,49,14
1/28/2017,26,22,9,49,10
1/29/2017,31,20,5,48,10
1/30/2017,22,21,11,38,9
1/31/2017,32,21,11,32,18
2/1/2017,27,21,13,36,12
2/2/2017,37,22,18,36,16
2/3/2017,37,21,19,45,13
2/4/2017,20,20,9,38,7
2/5/2017,21,18,5,37,5
2/6/2017,22,18,6,34,7
2/7/2017,25,19,6,33,8
2/8/2017,25,19,13,28,12
2/9/2017,35,18,11,41,14
2/10/2017,28,17,11,44,12
2/11/2017,30,18,14,43,11
2/12/2017,25,16,5,44,12
2/13/2017,33,18,11,53,12
2/14/2017,37,18,17,47,14
2/15/2017,21,18,10,46,12
2/16/2017,22,18,11,46,11
2/17/2017,29,21,18,50,15
2/18/2017,51,20,14,36,13
2/19/2017,54,19,25,36,11
2/20/2017,35,17,16,31,11
2/21/2017,57,25,31,65,17
2/22/2017,47,27,13,130,21
2/23/2017,53,26,22,96,16
2/24/2017,74,40,22,70,21
2/25/2017,39,19,15,90,26
2/26/2017,59,27,15,67,13
2/27/2017,29,21,12,50,13
2/28/2017,46,21,22,48,15
3/1/2017,52,18,17,67,18
3/2/2017,55,20,22,64,18
3/3/2017,47,17,20,64,19
3/4/2017,30,17,13,64,9
3/5/2017,47,18,19,64,16
3/6/2017,30,15,10,60,12
3/7/2017,31,18,9,55,12
3/8/2017,30,18,16,67,26
3/9/2017,51,24,12,119,16
3/10/2017,77,52,20,41,17
3/11/2017,66,32,15,60,17
3/12/2017,53,19,19,54,17
3/13/2017,51,18,15,81,24
3/14/2017,66,25,13,74,25
3/15/2017,41,17,11,30,17
3/16/2017,45,20,10,136,12
3/17/2017,80,38,23,83,24
3/18/2017,50,20,20,64,23
3/19/2017,47,23,16,84,20
3/20/2017,32,15,11,48,7
3/21/2017,41,17,17,22,12
3/22/2017,41,21,13,37,14
3/23/2017,48,28,16,29,19
3/24/2017,74,19,54,123,19
3/25/2017,52,18,16,56,13
3/26/2017,46,14,17,46,10
3/27/2017,49,25,13,37,20
3/28/2017,68,23,18,85,16
3/29/2017,54,23,21,77,11
3/30/2017,38,16,12,47,17
3/31/2017,24,16,8,26,8
